指标名称,深证成份指数
2014-10-23,7969.164
2014-10-24,7921.131
2014-10-27,7829.332
2014-10-28,7988.341
2014-10-29,8090.681
2014-10-30,8090.553
2014-10-31,8225.612
2014-11-03,8240.149
2014-11-04,8206.791
2014-11-05,8198.571
2014-11-06,8211.959
2014-11-07,8234.866
2014-11-10,8410.216
2014-11-11,8312.885
2014-11-12,8410.29
2014-11-13,8305.084
2014-11-14,8326.897
2014-11-17,8283.804
2014-11-18,8196.594
2014-11-19,8225.073
2014-11-20,8205.377
2014-11-21,8332.298
2014-11-24,8577.906
2014-11-25,8693.432
2014-11-26,8763.784
2014-11-27,8860.433
2014-11-28,9002.227
2014-12-01,9095.757
2014-12-02,9366.949
2014-12-03,9643.924
2014-12-04,10029.831
2014-12-05,10067.279
2014-12-08,10554.566
2014-12-09,10116.49
2014-12-10,10545.515
2014-12-11,10478.881
2014-12-12,10462.312
2014-12-15,10504.229
2014-12-16,10668.617
2014-12-17,10786.722
2014-12-18,10665.179
2014-12-19,10627.109
2014-12-22,10608.515
2014-12-23,10570.786
2014-12-24,10292.522
2014-12-25,10493.779
2014-12-26,10802.636
2014-12-29,10780.396
2014-12-30,10722.262
2014-12-31,11014.624
2015-01-05,11520.59
2015-01-06,11667.967
2015-01-07,11613.356
2015-01-08,11465.138
2015-01-09,11324.762
2015-01-12,11285.18
2015-01-13,11355.809
2015-01-14,11237.782
2015-01-15,11483.684
2015-01-16,11532.802
2015-01-19,10770.929
2015-01-20,10996.482
2015-01-21,11372.18
2015-01-22,11471.209
2015-01-23,11436.287
2015-01-26,11686.967
2015-01-27,11551.873
2015-01-28,11354.201
2015-01-29,11249.037
2015-01-30,11150.694
2015-02-02,10963.136
2015-02-03,11209.19
2015-02-04,11116.55
2015-02-05,11065.578
2015-02-06,10791.103
2015-02-09,10868.141
2015-02-10,11136.62
2015-02-11,11265.626
2015-02-12,11302.731
2015-02-13,11443.052
2015-02-16,11595.253
2015-02-17,11718.562
2015-02-25,11539.7
2015-02-26,11750.78
2015-02-27,11757.684
2015-03-02,11884.017
2015-03-03,11526.223
2015-03-04,11655.075
2015-03-05,11566.388
2015-03-06,11392.397
2015-03-09,11533.231
2015-03-10,11556.653
2015-03-11,11525.088
2015-03-12,11635.589
2015-03-13,11713.611
2015-03-16,12017.773
2015-03-17,12169.516
2015-03-18,12496.239
2015-03-19,12429.111
2015-03-20,12544.454
2015-03-23,12780.317
2015-03-24,12801.202
2015-03-25,12757.095
2015-03-26,12712.979
2015-03-27,12874.424
2015-03-30,13193.316
2015-03-31,13160.664
2015-04-01,13394.725
2015-04-02,13426.1
2015-04-03,13494.641
2015-04-07,13768.728
2015-04-08,13841.717
2015-04-09,13796.733
2015-04-10,14013.335
2015-04-13,14149.505
2015-04-14,14042.464
2015-04-15,13646.607
2015-04-16,13967.802
2015-04-17,14149.342
2015-04-20,13871.599
2015-04-21,14438.995
2015-04-22,14749.133
2015-04-23,14743.217
2015-04-24,14598.695
2015-04-27,14809.424
2015-04-28,14707.245
2015-04-29,14871.952
2015-04-30,14818.64
2015-05-04,14860.53
2015-05-05,14233.098
2015-05-06,14136.166
2015-05-07,14114.728
2015-05-08,14481.249
2015-05-11,14944.883
2015-05-12,15066.289
2015-05-13,15173.092
2015-05-14,15024.468
2015-05-15,14694.947
2015-05-18,14672.632
2015-05-19,15127.376
2015-05-20,15337.083
2015-05-21,15872.534
2015-05-22,16045.797
2015-05-25,16351.056
2015-05-26,16903.471
2015-05-27,16963.522
2015-05-28,15912.947
2015-05-29,16100.448
2015-06-01,16917.525
2015-06-02,17485.578
2015-06-03,17538.503
2015-06-04,17501.052
2015-06-05,17649.086
2015-06-08,17452.308
2015-06-09,17398.996
2015-06-10,17677.572
2015-06-11,17889.689
2015-06-12,18098.274
2015-06-15,17702.551
2015-06-16,17075.931
2015-06-17,17405.571
2015-06-18,16734.839
2015-06-19,15725.47
2015-06-23,16045.989
2015-06-24,16312.311
2015-06-25,15692.444
2015-06-26,14398.785
2015-06-29,13566.271
2015-06-30,14337.965
2015-07-01,13650.816
2015-07-02,12924.19
2015-07-03,12246.062
2015-07-06,12075.769
2015-07-07,11375.604
2015-07-08,11040.889
2015-07-09,11510.34
2015-07-10,12038.145
2015-07-13,12614.155
2015-07-14,12728.513
2015-07-15,12132.419
2015-07-16,12357.606
2015-07-17,13004.957
2015-07-20,13202.395
2015-07-21,13315.556
2015-07-22,13416.536
2015-07-23,13754.528
2015-07-24,13518.515
2015-07-27,12493.046
2015-07-28,12316.776
2015-07-29,12823.073
2015-07-30,12395.922
2015-07-31,12374.254
2015-08-03,12161.576
2015-08-04,12711.562
2015-08-05,12524.686
2015-08-06,12421.849
2015-08-07,12753.049
2015-08-10,13302.962
2015-08-11,13323.085
2015-08-12,13117.101
2015-08-13,13395.176
2015-08-14,13445.874
2015-08-17,13573.902
2015-08-18,12683.855
2015-08-19,12960.659
2015-08-20,12584.577
2015-08-21,11902.046
2015-08-24,10970.29
2015-08-25,10197.937
2015-08-26,9899.719
2015-08-27,10254.349
2015-08-28,10799.996
2015-08-31,10549.163
2015-09-01,10162.516
2015-09-02,10054.801
2015-09-07,9991.764
2015-09-08,10320.226
2015-09-09,10620.133
2015-09-10,10424.654
2015-09-11,10463.692
2015-09-14,9778.234
2015-09-15,9290.807
2015-09-16,9890.429
2015-09-17,9739.89
2015-09-18,9850.772
2015-09-21,10176.727
2015-09-22,10238.686
2015-09-23,10132.295
2015-09-24,10238.038
2015-09-25,9904.764
2015-09-28,10115.547
2015-09-29,9949.918
2015-09-30,9988.25
2015-10-08,10394.734
2015-10-09,10540.194
2015-10-12,10961.363
2015-10-13,11042.13
2015-10-14,10901.479
2015-10-15,11229.38
2015-10-16,11374.834
2015-10-19,11391.013
2015-10-20,11597.08
2015-10-21,10915.986
2015-10-22,11305.103
2015-10-23,11603.456
2015-10-26,11687.772
2015-10-27,11758.413
2015-10-28,11494.347
2015-10-29,11566.662
2015-10-30,11546.051
2015-11-02,11304.882
2015-11-03,11288.144
2015-11-04,11884.9
2015-11-05,11939.81
2015-11-06,12273.351
2015-11-09,12453.241
2015-11-10,12500.528
2015-11-11,12677.537
2015-11-12,12635.393
2015-11-13,12402.036
2015-11-16,12620.38
2015-11-17,12511.545
2015-11-18,12283.758
2015-11-19,12609.844
2015-11-20,12702.034
2015-11-23,12586.691
2015-11-24,12694.856
2015-11-25,12893.228
2015-11-26,12767.502
2015-11-27,11961.703
2015-11-30,12037.857
2015-12-01,12081.17
2015-12-02,12186.271
2015-12-03,12447.381
2015-12-04,12329.176
2015-12-07,12443.047
2015-12-08,12164.966
2015-12-09,12179.831
2015-12-10,12181.03
2015-12-11,12134.02
2015-12-14,12400.594
2015-12-15,12495.249
2015-12-16,12511.028
2015-12-17,12825.48
2015-12-18,12830.247
2015-12-21,13028.31
2015-12-22,13139.125
2015-12-23,13007.868
2015-12-24,12932.372
2015-12-25,12980.566
2015-12-28,12686.34
2015-12-29,12806.156
2015-12-30,12889.834
2015-12-31,12664.89
2016-01-04,11626.038
2016-01-05,11468.06
2016-01-06,11724.88
2016-01-07,10760.273
2016-01-08,10888.908
2016-01-11,10212.459
2016-01-12,10293.704
2016-01-13,9978.821
2016-01-14,10344.942
2016-01-15,9997.925
2016-01-18,10155.962
2016-01-19,10501.786
2016-01-20,10366.849
2016-01-21,9975.974
2016-01-22,10111.567
2016-01-25,10192.531
2016-01-26,9483.547
2016-01-27,9422.43
2016-01-28,9082.588
2016-01-29,9418.204
2016-02-01,9322.006
2016-02-02,9610.93
2016-02-03,9638.874
2016-02-04,9793.069
2016-02-05,9673.478
2016-02-15,9668.845
2016-02-16,10045.367
2016-02-17,10161.769
2016-02-18,10116.396
2016-02-19,10162.315
2016-02-22,10370.985
2016-02-23,10299.674
2016-02-24,10307.626
2016-02-25,9551.076
2016-02-26,9573.704
2016-02-29,9097.362
2016-03-01,9322.0
2016-03-02,9766.366
2016-03-03,9762.014
2016-03-04,9536.707
2016-03-07,9703.83
2016-03-08,9732.727
2016-03-09,9523.144
2016-03-10,9390.347
2016-03-11,9363.405
2016-03-14,9665.13
2016-03-15,9574.187
2016-03-16,9469.028
2016-03-17,9791.85
2016-03-18,10126.589
2016-03-21,10394.142
2016-03-22,10344.082
2016-03-23,10442.382
2016-03-24,10283.679
2016-03-25,10339.684
2016-03-28,10276.84
2016-03-29,10094.712
2016-03-30,10445.691
2016-03-31,10455.369
2016-04-01,10379.647
2016-04-05,10640.268
2016-04-06,10683.857
2016-04-07,10504.882
2016-04-08,10413.54
2016-04-11,10609.595
2016-04-12,10533.405
2016-04-13,10684.921
2016-04-14,10771.614
2016-04-15,10733.635
2016-04-18,10568.93
2016-04-19,10602.464
2016-04-20,10164.744
2016-04-21,10058.801
2016-04-22,10151.764
2016-04-25,10106.787
2016-04-26,10209.901
2016-04-27,10174.159
2016-04-28,10149.909
2016-04-29,10141.541
2016-05-03,10441.92
2016-05-04,10422.802
2016-05-05,10474.013
2016-05-06,10100.535
2016-05-09,9790.477
2016-05-10,9793.214
2016-05-11,9781.15
2016-05-12,9796.581
2016-05-13,9759.267
2016-05-16,9910.082
2016-05-17,9908.791
2016-05-18,9694.776
2016-05-19,9733.736
2016-05-20,9816.752
2016-05-23,9918.164
2016-05-24,9821.698
2016-05-25,9784.598
2016-05-26,9826.144
2016-05-27,9813.631
2016-05-30,9768.84
2016-05-31,10159.934
2016-06-01,10209.142
2016-06-02,10274.025
2016-06-03,10344.908
2016-06-06,10363.085
2016-06-07,10347.841
2016-06-08,10316.823
2016-06-13,9862.584
2016-06-14,9895.15
2016-06-15,10173.846
2016-06-16,10115.122
2016-06-17,10182.526
2016-06-20,10221.852
2016-06-21,10131.856
2016-06-22,10297.977
2016-06-23,10255.268
2016-06-24,10147.704
2016-06-27,10377.573
2016-06-28,10463.448
2016-06-29,10460.967
2016-06-30,10489.993
2016-07-01,10458.432
2016-07-04,10609.859
2016-07-05,10602.772
2016-07-06,10641.647
2016-07-07,10620.582
2016-07-08,10611.802
2016-07-11,10594.819
2016-07-12,10757.845
2016-07-13,10853.555
2016-07-14,10854.135
2016-07-15,10823.214
2016-07-18,10761.999
2016-07-19,10778.248
2016-07-20,10759.86
2016-07-21,10787.212
2016-07-22,10709.067
2016-07-25,10718.355
2016-07-26,10852.206
2016-07-27,10405.85
2016-07-28,10396.305
2016-07-29,10329.435
2016-08-01,10185.477
2016-08-02,10250.545
2016-08-03,10281.247
2016-08-04,10366.498
2016-08-05,10342.279
2016-08-08,10468.884
2016-08-09,10564.775
2016-08-10,10511.159
2016-08-11,10390.956
2016-08-12,10528.104
2016-08-15,10822.105
2016-08-16,10882.951
2016-08-17,10890.688
2016-08-18,10879.196
2016-08-19,10872.707
2016-08-22,10731.4
2016-08-23,10750.293
2016-08-24,10760.439
2016-08-25,10679.147
2016-08-26,10693.75
2016-08-29,10724.399
2016-08-30,10729.115
2016-08-31,10757.875
2016-09-01,10669.508
2016-09-02,10640.422
2016-09-05,10695.452
2016-09-06,10861.498
2016-09-07,10838.715
2016-09-08,10851.194
2016-09-09,10762.793
2016-09-12,10461.576
2016-09-13,10514.583
2016-09-14,10454.244
2016-09-19,10557.248
2016-09-20,10544.525
2016-09-21,10583.402
2016-09-22,10662.214
2016-09-23,10609.695
2016-09-26,10392.695
2016-09-27,10476.969
2016-09-28,10467.16
2016-09-29,10512.248
2016-09-30,10567.577
2016-10-10,10741.689
2016-10-11,10782.308
2016-10-12,10788.592
2016-10-13,10787.488
2016-10-14,10759.681
2016-10-17,10651.497
2016-10-18,10797.022
2016-10-19,10757.918
2016-10-20,10784.328
2016-10-21,10748.897
2016-10-24,10842.642
2016-10-25,10871.505
2016-10-26,10817.51
2016-10-27,10788.97
2016-10-28,10711.036
2016-10-31,10704.304
2016-11-01,10796.137
2016-11-02,10692.653
2016-11-03,10743.963
2016-11-04,10702.57
2016-11-07,10695.178
2016-11-08,10763.126
2016-11-09,10697.114
2016-11-10,10821.663
2016-11-11,10878.139
2016-11-14,10907.526
2016-11-15,10958.104
2016-11-16,10968.084
2016-11-17,10945.416
2016-11-18,10889.106
2016-11-21,10899.917
2016-11-22,10985.603
2016-11-23,10973.8
2016-11-24,10967.466
2016-11-25,11036.529
2016-11-28,11068.867
2016-11-29,11034.702
2016-11-30,11012.193
2016-12-01,11088.157
2016-12-02,10912.627
2016-12-05,10784.332
2016-12-06,10779.765
2016-12-07,10855.718
2016-12-08,10812.297
2016-12-09,10789.624
2016-12-12,10302.853
2016-12-13,10332.276
2016-12-14,10232.819
2016-12-15,10256.108
2016-12-16,10334.757
2016-12-19,10283.1641
2016-12-20,10245.3321
2016-12-21,10313.5692
2016-12-22,10306.9235
2016-12-23,10199.8607
2016-12-26,10233.419
2016-12-27,10230.5708
2016-12-28,10187.1595
2016-12-29,10159.4472
2016-12-30,10177.1379
2017-01-03,10262.8465
2017-01-04,10384.8671
2017-01-05,10371.4707
2017-01-06,10289.3616
2017-01-09,10331.7924
2017-01-10,10306.3367
2017-01-11,10215.4763
2017-01-12,10131.2306
2017-01-13,10008.3007
2017-01-16,9712.7956
2017-01-17,9826.7882
2017-01-18,9804.7583
2017-01-19,9768.5742
2017-01-20,9906.1397
2017-01-23,9976.1911
2017-01-24,9941.5474
2017-01-25,9977.9628
2017-01-26,10052.0496
2017-02-03,10004.8444
2017-02-06,10078.7336
2017-02-07,10055.5657
2017-02-08,10130.1213
2017-02-09,10182.7281
2017-02-10,10186.3764
2017-02-13,10270.8252
2017-02-14,10264.9178
2017-02-15,10177.2524
2017-02-16,10253.9566
2017-02-17,10197.9179
2017-02-20,10328.9975
2017-02-21,10405.7459
2017-02-22,10444.3769
2017-02-23,10432.6392
2017-02-24,10443.7297
2017-02-27,10353.5545
2017-02-28,10391.3442
2017-03-01,10418.6218
2017-03-02,10367.3063
2017-03-03,10397.0474
2017-03-06,10522.2767
2017-03-07,10552.1443
2017-03-08,10498.3127
2017-03-09,10421.0578
2017-03-10,10451.0081
2017-03-13,10559.8834
2017-03-14,10531.7286
2017-03-15,10543.0096
2017-03-16,10624.421
2017-03-17,10515.4141
2017-03-20,10532.3313
2017-03-21,10586.6214
2017-03-22,10553.5265
2017-03-23,10583.0432
2017-03-24,10646.7236
2017-03-27,10581.9185
2017-03-28,10563.2852
2017-03-29,10520.8168
2017-03-30,10348.2707
2017-03-31,10428.7228
2017-04-05,10627.1335
2017-04-06,10656.1744
2017-04-07,10669.4803
2017-04-10,10603.2757
2017-04-11,10655.7913
2017-04-12,10587.3125
2017-04-13,10654.0851
2017-04-14,10519.8562
2017-04-17,10450.8625
2017-04-18,10411.4385
2017-04-19,10348.4068
2017-04-20,10359.0896
2017-04-21,10314.3535
2017-04-24,10091.8878
2017-04-25,10165.2152
2017-04-26,10204.8425
2017-04-27,10229.1944
2017-04-28,10234.6527
2017-05-02,10223.9695
2017-05-03,10184.1362
2017-05-04,10147.4401
2017-05-05,10024.4358
2017-05-08,9833.167
2017-05-09,9885.3443
2017-05-10,9756.8087
2017-05-11,9776.45
2017-05-12,9787.9863
2017-05-15,9845.6032
2017-05-16,10046.6623
2017-05-17,10030.1118
2017-05-18,9974.348
2017-05-19,9970.9623
2017-05-22,9899.6453
2017-05-23,9763.7828
2017-05-24,9812.4577
2017-05-25,9893.7782
2017-05-26,9859.2346
2017-05-31,9864.845
2017-06-01,9730.326
2017-06-02,9794.8886
2017-06-05,9842.6021
2017-06-06,9915.9233
2017-06-07,10109.8764
2017-06-08,10148.7215
2017-06-09,10177.4468
2017-06-12,10119.9868
2017-06-13,10224.8178
2017-06-14,10151.5342
2017-06-15,10221.6916
2017-06-16,10191.24
2017-06-19,10262.7997
2017-06-20,10288.5267
2017-06-21,10367.1732
2017-06-22,10265.1996
2017-06-23,10366.7767
2017-06-26,10537.5909
2017-06-27,10535.3642
2017-06-28,10451.5653
2017-06-29,10511.8602
2017-06-30,10529.6094
2017-07-03,10535.0458
2017-07-04,10474.8284
2017-07-05,10561.0892
2017-07-06,10562.0553
2017-07-07,10563.7169
2017-07-10,10505.6013
2017-07-11,10467.7112
2017-07-12,10453.1935
2017-07-13,10466.1027
2017-07-14,10427.7872
2017-07-17,10055.7956
2017-07-18,10103.7626
2017-07-19,10295.5748
2017-07-20,10366.9829
2017-07-21,10364.8202
2017-07-24,10404.2225
2017-07-25,10353.2115
2017-07-26,10297.3429
2017-07-27,10395.1932
2017-07-28,10437.9378
2017-07-31,10505.044
2017-08-01,10525.3464
2017-08-02,10469.3375
2017-08-03,10436.1718
2017-08-04,10361.2311
2017-08-07,10451.0833
2017-08-08,10496.2456
2017-08-09,10544.5894
2017-08-10,10480.6413
2017-08-11,10291.3465
2017-08-14,10519.8035
2017-08-15,10559.7779
2017-08-16,10600.7792
2017-08-17,10653.7301
2017-08-18,10614.0825
2017-08-21,10689.7727
2017-08-22,10653.982
2017-08-23,10619.3368
2017-08-24,10552.9621
2017-08-25,10659.0085
2017-08-28,10809.7359
2017-08-29,10762.3662
2017-08-30,10813.9266
2017-08-31,10816.6442
2017-09-01,10880.5565
2017-09-04,10962.8544
2017-09-05,10986.9477
2017-09-06,11024.5857
2017-09-07,10969.1267
2017-09-08,10970.7726
2017-09-11,11053.7294
2017-09-12,11043.6058
2017-09-13,11091.4925
2017-09-14,11070.4924
2017-09-15,11063.1043
2017-09-18,11153.5325
2017-09-19,11083.8994
2017-09-20,11191.1301
2017-09-21,11098.3388
2017-09-22,11069.8219
2017-09-25,10930.6702
2017-09-26,10950.769
2017-09-27,11036.7804
2017-09-28,11031.4214
2017-09-29,11087.1865
2017-10-09,11264.2732
2017-10-10,11329.5134
2017-10-11,11312.4958
2017-10-12,11307.3248
2017-10-13,11399.0941
2017-10-16,11271.1992
2017-10-17,11275.3409
2017-10-18,11282.7468
2017-10-19,11189.5525
2017-10-20,11238.8771
2017-10-23,11306.3074
2017-10-24,11339.1268
2017-10-25,11437.2089
2017-10-26,11461.2847
2017-10-27,11444.5241
2017-10-30,11312.607
2017-10-31,11367.6192
2017-11-01,11350.3205
2017-11-02,11292.4219
2017-11-03,11215.1941
2017-11-06,11373.7359
2017-11-07,11467.9687
2017-11-08,11447.4005
2017-11-09,11553.2395
2017-11-10,11645.0469
2017-11-13,11694.9964
2017-11-14,11582.9247
2017-11-15,11462.11
2017-11-16,11537.9562
2017-11-17,11292.9338
2017-11-20,11437.5458
2017-11-21,11602.0998
2017-11-22,11560.7971
2017-11-23,11175.4702
2017-11-24,11168.393
2017-11-27,10954.1806
2017-11-28,11091.1366
2017-11-29,11082.1318
2017-11-30,10944.0985
2017-12-01,11013.1535
2017-12-04,11014.5486
2017-12-05,10854.7551
2017-12-06,10911.3293
2017-12-07,10801.2531
2017-12-08,10935.0573
2017-12-11,11143.2609
2017-12-12,11043.2121
2017-12-13,11143.8888
2017-12-14,11110.1776
2017-12-15,10998.1171
2017-12-18,10960.1156
2017-12-19,11074.9946
2017-12-20,11003.3333
2017-12-21,11118.2466
2017-12-22,11094.1551
2017-12-25,11005.5029
2017-12-26,11021.8312
2017-12-27,10911.2116
2017-12-28,10974.007
2017-12-29,11040.45
2018-01-02,11178.0516
2018-01-03,11280.2962
2018-01-04,11341.3455
2018-01-05,11342.8477
2018-01-08,11382.7165
2018-01-09,11447.0911
2018-01-10,11437.0839
2018-01-11,11464.196
2018-01-12,11461.9914
2018-01-15,11307.4599
2018-01-16,11386.9104
2018-01-17,11303.9665
2018-01-18,11319.9053
2018-01-19,11296.2734
2018-01-22,11513.0809
2018-01-23,11555.2547
2018-01-24,11607.5689
2018-01-25,11552.5616
2018-01-26,11557.8156
2018-01-29,11352.7155
2018-01-30,11278.7808
2018-01-31,11159.676
2018-02-01,10864.3418
2018-02-02,10925.1608
2018-02-05,10836.2519
2018-02-06,10377.6098
2018-02-07,10246.9738
2018-02-08,10372.5877
2018-02-09,10001.2272
2018-02-12,10291.882
2018-02-13,10362.4319
2018-02-14,10431.9136
2018-02-22,10658.9367
2018-02-23,10662.7915
2018-02-26,10895.5619
2018-02-27,10807.5346
2018-02-28,10828.7302
2018-03-01,10943.1309
2018-03-02,10856.2464
2018-03-05,10875.6799
2018-03-06,11007.9518
2018-03-07,10904.9881
2018-03-08,11019.078
2018-03-09,11194.9143
2018-03-12,11326.2715
2018-03-13,11241.4055
2018-03-14,11139.6271
2018-03-15,11163.6543
2018-03-16,11051.1216
2018-03-19,11068.493
2018-03-20,11077.8014
2018-03-21,10980.5494
2018-03-22,10877.2518
2018-03-23,10439.9863
2018-03-26,10564.3754
2018-03-27,10775.7105
2018-03-28,10630.6889
2018-03-29,10755.9202
2018-03-30,10868.6549
2018-04-02,10852.9477
2018-04-03,10754.2855
2018-04-04,10684.5618
2018-04-09,10653.3758
2018-04-10,10765.6151
2018-04-11,10808.37
2018-04-12,10726.9548
2018-04-13,10687.0183
2018-04-16,10621.7884
2018-04-17,10395.1566
2018-04-18,10491.1497
2018-04-19,10598.353
2018-04-20,10408.9103
2018-04-23,10330.629
2018-04-24,10556.8221
2018-04-25,10547.0987
2018-04-26,10292.1195
2018-04-27,10324.4679
2018-05-02,10342.8457
2018-05-03,10458.6223
2018-05-04,10426.1884
2018-05-07,10626.5086
2018-05-08,10707.804
2018-05-09,10689.0715
2018-05-10,10729.7655
2018-05-11,10634.3004
2018-05-14,10671.4575
2018-05-15,10747.9932
2018-05-16,10701.3231
2018-05-17,10635.4985
2018-05-18,10672.5222
2018-05-21,10765.3476
2018-05-22,10765.8051
2018-05-23,10631.1235
2018-05-24,10564.1271
2018-05-25,10448.2249
2018-05-28,10465.5372
2018-05-29,10349.065
2018-05-30,10105.7945
2018-05-31,10295.729
2018-06-01,10169.3541
2018-06-04,10204.3167
2018-06-05,10385.6052
2018-06-06,10365.1256
2018-06-07,10313.8458
2018-06-08,10205.5178
2018-06-11,10175.3463
2018-06-12,10315.2841
2018-06-13,10161.6484
2018-06-14,10084.1825
2018-06-15,9943.1268
2018-06-19,9414.7576
2018-06-20,9501.3366
2018-06-21,9316.6758
2018-06-22,9409.953
2018-06-25,9324.8315
2018-06-26,9339.3704
2018-06-27,9168.6614
2018-06-28,9071.7291
2018-06-29,9379.4749
2018-07-02,9179.7955
2018-07-03,9221.5357
2018-07-04,9035.486
2018-07-05,8862.1773
2018-07-06,8911.3415
2018-07-09,9160.6208
2018-07-10,9205.426
2018-07-11,9023.8198
2018-07-12,9273.6136
2018-07-13,9326.9668
2018-07-16,9317.3554
2018-07-17,9285.1626
2018-07-18,9195.2393
2018-07-19,9148.7819
2018-07-20,9251.4803
2018-07-23,9314.3036
2018-07-24,9465.8021
2018-07-25,9463.7599
2018-07-26,9352.2508
2018-07-27,9295.9295
2018-07-30,9181.9403
2018-07-31,9178.7806
2018-08-01,9005.3729
2018-08-02,8780.5565
2018-08-03,8602.1178
2018-08-06,8422.839
2018-08-07,8674.0253
2018-08-08,8499.2197
2018-08-09,8752.2013
2018-08-10,8813.4859
2018-08-13,8844.8574
2018-08-14,8784.8999
2018-08-15,8581.1775
2018-08-16,8500.422
2018-08-17,8357.0408
2018-08-20,8414.1541
2018-08-21,8549.0623
2018-08-22,8454.7494
2018-08-23,8501.3927
2018-08-24,8484.7443
2018-08-27,8728.5618
2018-08-28,8733.7471
2018-08-29,8678.2621
2018-08-30,8552.7981
2018-08-31,8465.4696
2018-09-03,8455.5459
2018-09-04,8554.4366
2018-09-05,8402.5081
2018-09-06,8324.1628
2018-09-07,8322.3639
2018-09-10,8158.4869
2018-09-11,8168.1013
2018-09-12,8111.1574
2018-09-13,8163.7596
2018-09-14,8113.8836
2018-09-17,7999.3466
2018-09-18,8133.2174
2018-09-19,8248.1171
2018-09-20,8233.8883
2018-09-21,8409.1787
2018-09-25,8353.3756
2018-09-26,8420.5411
2018-09-27,8334.7505
2018-09-28,8401.0893
2018-10-08,8060.8301
2018-10-09,8046.3868
2018-10-10,8010.6872
2018-10-11,7524.0925
2018-10-12,7558.277
2018-10-15,7444.4806
2018-10-16,7298.9789
2018-10-17,7365.2085
2018-10-18,7187.4865
2018-10-19,7387.7419
2018-10-22,7748.8238
2018-10-23,7574.9855
2018-10-24,7545.113
2018-10-25,7529.4079
2018-10-26,7504.7159
2018-10-29,7322.2364
2018-10-30,7375.2296
2018-10-31,7482.8302
2018-11-01,7567.7947
2018-11-02,7867.5436
2018-11-05,7839.0811
2018-11-06,7791.2453
2018-11-07,7752.0442
2018-11-08,7698.0181
2018-11-09,7648.5459
2018-11-12,7832.2857
2018-11-13,7963.6596
2018-11-14,7908.5466
2018-11-15,8002.0951
2018-11-16,8062.2896
2018-11-19,8108.845
2018-11-20,7879.524
2018-11-21,7908.4687
2018-11-22,7893.986
2018-11-23,7636.7046
2018-11-26,7615.9119
2018-11-27,7635.158
2018-11-28,7757.0735
2018-11-29,7597.0085
2018-11-30,7681.7494
2018-12-03,7938.4676
2018-12-04,7953.7209
2018-12-05,7928.5138
2018-12-06,7735.0482
2018-12-07,7733.8928
2018-12-10,7624.8618
2018-12-11,7685.4017
2018-12-12,7698.0165
2018-12-13,7808.0412
2018-12-14,7629.6493
2018-12-17,7592.6462
2018-12-18,7530.3247
2018-12-19,7418.6926
2018-12-20,7426.4407
2018-12-21,7337.5975
2018-12-24,7392.5604
2018-12-25,7332.3467
2018-12-26,7289.5457
2018-12-27,7215.3379
2018-12-28,7239.7891
2019-01-02,7149.2665
2019-01-03,7089.4406
2019-01-04,7284.8403
2019-01-07,7400.2046
2019-01-08,7391.6482
2019-01-09,7447.9348
2019-01-10,7428.6136
2019-01-11,7474.0087
2019-01-14,7409.1991
2019-01-15,7547.3485
2019-01-16,7540.4503
2019-01-17,7470.3551
2019-01-18,7581.3888
2019-01-21,7626.2354
2019-01-22,7516.7863
2019-01-23,7523.7737
2019-01-24,7573.5246
2019-01-25,7595.4528
2019-01-28,7589.5808
2019-01-29,7551.3
2019-01-30,7470.4715
2019-01-31,7479.2153
2019-02-01,7683.9971
2019-02-11,7919.046
2019-02-12,8010.0746
2019-02-13,8171.2065
2019-02-14,8219.9611
2019-02-15,8125.6347
2019-02-18,8446.9182
2019-02-19,8440.8701
2019-02-20,8473.4267
2019-02-21,8451.71
2019-02-22,8651.1965
2019-02-25,9134.5806
2019-02-26,9089.0405
2019-02-27,9005.7655
2019-02-28,9031.9266
2019-03-01,9167.65
2019-03-04,9384.4154
2019-03-05,9595.743
2019-03-06,9700.4936
2019-03-07,9678.1144
2019-03-08,9363.7241
2019-03-11,9704.3276
2019-03-12,9841.2387
2019-03-13,9592.055
2019-03-14,9417.9265
2019-03-15,9550.5379
2019-03-18,9843.4297
2019-03-19,9839.744
2019-03-20,9800.6038
2019-03-21,9869.7968
2019-03-22,9879.2204
2019-03-25,9701.6954
2019-03-26,9513.0018
2019-03-27,9609.4352
2019-03-28,9546.5072
2019-03-29,9906.8639
2019-04-01,10267.7017
2019-04-02,10260.3595
2019-04-03,10340.5131
2019-04-04,10415.7993
2019-04-08,10351.8655
2019-04-09,10436.6165
2019-04-10,10435.08
2019-04-11,10158.4004
2019-04-12,10132.337
2019-04-15,10053.7599
2019-04-16,10287.6409
2019-04-17,10344.4287
2019-04-18,10287.6651
2019-04-19,10418.241
2019-04-22,10224.3066
2019-04-23,10124.6598
2019-04-24,10236.2709
2019-04-25,9907.6247
2019-04-26,9780.8219
2019-04-29,9622.4933
2019-04-30,9674.5346
2019-05-06,8943.5206
2019-05-07,9089.4581
2019-05-08,9002.5326
2019-05-09,8877.3072
2019-05-10,9235.3885
2019-05-13,9103.3625
2019-05-14,9038.3643
2019-05-15,9259.0294
2019-05-16,9293.3238
2019-05-17,9000.1885
2019-05-20,8916.1069
2019-05-21,9087.5211
2019-05-22,9041.2237
2019-05-23,8809.5348
2019-05-24,8776.7655
2019-05-27,8979.8265
