指标名称,期货收盘价(活跃合约):黄金
2017-06-09,282.5
2017-06-12,281.05
2017-06-13,281.15
2017-06-14,281.7
2017-06-15,279.85
2017-06-16,279.35
2017-06-19,278.85
2017-06-20,278.25
2017-06-21,278.15
2017-06-22,279.9
2017-06-23,280.45
2017-06-26,280.6
2017-06-27,279.4
2017-06-28,278.75
2017-06-29,278.15
2017-06-30,275.5
2017-07-03,274.6
2017-07-04,272.6
2017-07-05,272.4
2017-07-06,272.85
2017-07-07,272.2
2017-07-10,268.8
2017-07-11,270.0
2017-07-12,271.0
2017-07-13,271.75
2017-07-14,270.65
2017-07-17,273.0
2017-07-18,273.7
2017-07-19,274.05
2017-07-20,274.2
2017-07-21,275.8
2017-07-24,276.45
2017-07-25,276.8
2017-07-26,274.4
2017-07-27,277.6
2017-07-28,277.25
2017-07-31,278.05
2017-08-01,278.0
2017-08-02,277.95
2017-08-03,276.9
2017-08-04,278.45
2017-08-07,275.95
2017-08-08,275.7
2017-08-09,276.45
2017-08-10,278.45
2017-08-11,279.85
2017-08-14,279.75
2017-08-15,277.85
2017-08-16,276.95
2017-08-17,279.95
2017-08-18,280.5
2017-08-21,279.7
2017-08-22,279.1
2017-08-23,279.15
2017-08-24,279.25
2017-08-25,279.05
2017-08-28,280.45
2017-08-29,283.8
2017-08-30,280.35
2017-08-31,279.9
2017-09-01,281.8
2017-09-04,284.2
2017-09-05,283.65
2017-09-06,284.1
2017-09-07,283.05
2017-09-08,283.7
2017-09-11,282.4
2017-09-12,281.1
2017-09-13,281.5
2017-09-14,281.15
2017-09-15,282.45
2017-09-18,279.85
2017-09-19,279.8
2017-09-20,280.05
2017-09-21,277.5
2017-09-22,277.95
2017-09-25,277.6
2017-09-26,281.8
2017-09-27,279.2
2017-09-28,277.7
2017-09-29,278.9
2017-10-09,276.75
2017-10-10,276.65
2017-10-11,276.1
2017-10-12,277.1
2017-10-13,277.2
2017-10-16,278.7
2017-10-17,277.25
2017-10-18,276.15
2017-10-19,275.7
2017-10-20,276.05
2017-10-23,274.9
2017-10-24,275.8
2017-10-25,274.55
2017-10-26,275.8
2017-10-27,273.95
2017-10-30,274.3
2017-10-31,274.5
2017-11-01,273.9
2017-11-02,274.0
2017-11-03,274.0
2017-11-06,273.4
2017-11-07,274.75
2017-11-08,274.8
2017-11-09,275.75
2017-11-10,280.85
2017-11-13,279.65
2017-11-14,279.3
2017-11-15,279.8
2017-11-16,279.15
2017-11-17,280.1
2017-11-20,281.65
2017-11-21,279.9
2017-11-22,279.95
2017-11-23,280.1
2017-11-24,280.45
2017-11-27,280.45
2017-11-28,281.55
2017-11-29,281.75
2017-11-30,279.55
2017-12-01,277.75
2017-12-04,277.55
2017-12-05,277.7
2017-12-06,276.05
2017-12-07,274.15
2017-12-08,272.35
2017-12-11,272.55
2017-12-12,271.9
2017-12-13,271.85
2017-12-14,274.25
2017-12-15,274.25
2017-12-18,274.4
2017-12-19,275.55
2017-12-20,274.95
2017-12-21,274.7
2017-12-22,274.9
2017-12-25,276.6
2017-12-26,276.5
2017-12-27,277.15
2017-12-28,278.05
2017-12-29,277.8
2018-01-02,279.4
2018-01-03,280.35
2018-01-04,279.0
2018-01-05,279.85
2018-01-08,280.2
2018-01-09,280.55
2018-01-10,279.95
2018-01-11,280.85
2018-01-12,281.55
2018-01-15,282.05
2018-01-16,281.65
2018-01-17,280.8
2018-01-18,279.25
2018-01-19,278.35
2018-01-22,278.5
2018-01-23,279.4
2018-01-24,280.7
2018-01-25,281.75
2018-01-26,279.95
2018-01-29,278.7
2018-01-30,276.35
2018-01-31,276.6
2018-02-01,276.05
2018-02-02,276.4
2018-02-05,274.0
2018-02-06,276.0
2018-02-07,272.3
2018-02-08,271.7
2018-02-09,273.05
2018-02-12,272.9
2018-02-13,274.25
2018-02-14,276.1
2018-02-22,273.65
2018-02-23,274.6
2018-02-26,275.85
2018-02-27,274.4
2018-02-28,272.05
2018-03-01,271.7
2018-03-02,272.7
2018-03-05,273.65
2018-03-06,273.3
2018-03-07,274.5
2018-03-08,274.0
2018-03-09,272.55
2018-03-12,272.5
2018-03-13,272.3
2018-03-14,272.75
2018-03-15,272.5
2018-03-16,271.35
2018-03-19,270.05
2018-03-20,271.2
2018-03-21,271.15
2018-03-22,273.5
2018-03-23,276.5
2018-03-26,276.15
2018-03-27,275.8
2018-03-28,274.2
2018-03-29,271.05
2018-03-30,271.55
2018-04-02,271.75
2018-04-03,273.75
2018-04-04,273.4
2018-04-09,272.55
2018-04-10,272.7
2018-04-11,274.3
2018-04-12,275.2
2018-04-13,273.15
2018-04-16,274.25
2018-04-17,274.65
2018-04-18,274.5
2018-04-19,275.2
2018-04-20,273.85
2018-04-23,272.55
2018-04-24,271.85
2018-04-25,271.6
2018-04-26,271.9
2018-04-27,271.15
2018-05-02,270.4
2018-05-03,274.15
2018-05-04,274.3
2018-05-07,275.15
2018-05-08,274.95
2018-05-09,274.6
2018-05-10,274.8
2018-05-11,275.2
2018-05-14,275.15
2018-05-15,273.8
2018-05-16,271.25
2018-05-17,269.85
2018-05-18,270.3
2018-05-21,269.5
2018-05-22,270.25
2018-05-23,270.5
2018-05-24,272.25
2018-05-25,273.55
2018-05-28,272.35
2018-05-29,273.25
2018-05-30,274.15
2018-05-31,274.5
2018-06-01,273.85
2018-06-04,272.4
2018-06-05,271.9
2018-06-06,272.4
2018-06-07,272.15
2018-06-08,272.1
2018-06-11,272.7
2018-06-12,272.4
2018-06-13,272.1
2018-06-14,273.35
2018-06-15,273.65
2018-06-19,271.4
2018-06-20,270.2
2018-06-21,269.45
2018-06-22,270.55
2018-06-25,271.15
2018-06-26,271.25
2018-06-27,271.6
2018-06-28,270.9
2018-06-29,271.4
2018-07-02,272.1
2018-07-03,271.9
2018-07-04,272.65
2018-07-05,272.75
2018-07-06,273.25
2018-07-09,273.1
2018-07-10,272.0
2018-07-11,272.85
2018-07-12,271.9
2018-07-13,271.7
2018-07-16,272.05
2018-07-17,271.55
2018-07-18,269.05
2018-07-19,270.3
2018-07-20,270.65
2018-07-23,271.9
2018-07-24,271.7
2018-07-25,271.7
2018-07-26,272.1
2018-07-27,271.5
2018-07-30,271.55
2018-07-31,271.65
2018-08-01,271.45
2018-08-02,270.75
2018-08-03,270.2
2018-08-06,270.25
2018-08-07,270.1
2018-08-08,269.5
2018-08-09,269.55
2018-08-10,269.4
2018-08-13,270.1
2018-08-14,267.65
2018-08-15,267.4
2018-08-16,264.0
2018-08-17,263.4
2018-08-20,265.15
2018-08-21,266.35
2018-08-22,266.25
2018-08-23,266.2
2018-08-24,266.3
2018-08-27,267.45
2018-08-28,268.3
2018-08-29,267.05
2018-08-30,267.45
2018-08-31,267.8
2018-09-03,266.6
2018-09-04,265.6
2018-09-05,265.6
2018-09-06,266.4
2018-09-07,267.2
2018-09-10,266.25
2018-09-11,267.0
2018-09-12,266.8
2018-09-13,268.1
2018-09-14,268.65
2018-09-17,267.35
2018-09-18,267.65
2018-09-19,267.95
2018-09-20,268.2
2018-09-21,269.05
2018-09-25,267.95
2018-09-26,268.35
2018-09-27,267.4
2018-09-28,264.9
2018-10-08,268.65
2018-10-09,267.9
2018-10-10,267.9
2018-10-11,269.45
2018-10-12,272.85
2018-10-15,275.35
2018-10-16,275.25
2018-10-17,274.5
2018-10-18,274.75
2018-10-19,276.05
2018-10-22,275.85
2018-10-23,276.95
2018-10-24,277.15
2018-10-25,278.5
2018-10-26,278.3
2018-10-29,277.85
2018-10-30,277.25
2018-10-31,274.9
2018-11-01,275.3
2018-11-02,275.4
2018-11-05,275.6
2018-11-06,275.85
2018-11-07,275.9
2018-11-08,279.4
2018-11-09,278.7
2018-11-12,276.55
2018-11-13,275.45
2018-11-14,275.5
2018-11-15,277.05
2018-11-16,277.5
2018-11-19,278.25
2018-11-20,279.3
2018-11-21,279.0
2018-11-22,279.65
2018-11-23,279.65
2018-11-26,279.5
2018-11-27,278.9
2018-11-28,277.55
2018-11-29,279.55
2018-11-30,279.45
2018-12-03,278.35
2018-12-04,278.35
2018-12-05,278.9
2018-12-06,279.9
2018-12-07,280.25
2018-12-10,283.1
2018-12-11,282.65
2018-12-12,281.2
2018-12-13,280.8
2018-12-14,280.35
2018-12-17,280.2
2018-12-18,281.9
2018-12-19,282.55
2018-12-20,282.15
2018-12-21,284.8
2018-12-24,285.45
2018-12-25,287.1
2018-12-26,287.5
2018-12-27,286.3
2018-12-28,287.85
2019-01-02,288.3
2019-01-03,290.7
2019-01-04,290.55
2019-01-07,288.65
2019-01-08,287.25
2019-01-09,286.2
2019-01-10,286.9
2019-01-11,284.95
2019-01-14,285.05
2019-01-15,284.3
2019-01-16,284.6
2019-01-17,285.1
2019-01-18,285.05
2019-01-21,283.2
2019-01-22,283.25
2019-01-23,283.6
2019-01-24,283.3
2019-01-25,282.9
2019-01-28,285.6
2019-01-29,286.6
2019-01-30,287.55
2019-01-31,287.85
2019-02-01,289.2
2019-02-11,288.75
2019-02-12,288.85
2019-02-13,288.25
2019-02-14,287.6
2019-02-15,289.6
2019-02-18,290.95
2019-02-19,291.35
2019-02-20,293.35
2019-02-21,291.5
2019-02-22,289.6
2019-02-25,289.3
2019-02-26,289.0
2019-02-27,288.65
2019-02-28,286.85
2019-03-01,285.85
2019-03-04,281.8
2019-03-05,280.8
2019-03-06,282.35
2019-03-07,280.9
2019-03-08,283.55
2019-03-11,284.75
2019-03-12,284.2
2019-03-13,285.65
2019-03-14,285.1
2019-03-15,284.9
2019-03-18,285.2
2019-03-19,285.95
2019-03-20,285.55
2019-03-21,287.4
2019-03-22,286.35
2019-03-25,288.05
2019-03-26,288.3
2019-03-27,288.25
2019-03-28,287.45
2019-03-29,282.0
2019-04-01,282.1
2019-04-02,282.15
2019-04-03,282.9
2019-04-04,282.95
2019-04-08,284.15
2019-04-09,284.4
2019-04-10,285.8
2019-04-11,286.15
2019-04-12,283.3
2019-04-15,281.75
2019-04-16,281.5
2019-04-17,280.0
2019-04-18,278.2
2019-04-19,279.5
2019-04-22,280.3
2019-04-23,279.0
2019-04-24,278.85
2019-04-25,280.4
2019-04-26,281.45
2019-04-29,281.3
2019-04-30,281.55
2019-05-06,286.25
2019-05-07,285.7
2019-05-08,287.15
2019-05-09,287.2
2019-05-10,287.25
2019-05-13,289.2
2019-05-14,292.75
2019-05-15,291.25
2019-05-16,292.35
2019-05-17,291.7
2019-05-20,289.4
2019-05-21,289.15
2019-05-22,288.9
2019-05-23,289.35
2019-05-24,291.1
2019-05-27,291.25
2019-05-28,291.0
2019-05-29,291.45
2019-05-30,290.1
2019-05-31,293.45
2019-06-03,296.7
2019-06-04,299.75
2019-06-05,301.7
2019-06-06,301.7
2019-06-10,300.85
2019-06-11,299.55
2019-06-12,302.6
2019-06-13,303.2
2019-06-14,307.75
2019-06-17,304.1
2019-06-18,306.15
2019-06-19,304.3
2019-06-20,311.25
2019-06-21,313.6
2019-06-24,315.8
2019-06-25,321.8
2019-06-26,316.4
2019-06-27,315.6
2019-06-28,316.85
2019-07-01,308.85
2019-07-02,312.05
2019-07-03,321.1
2019-07-04,317.65
2019-07-05,318.0
2019-07-08,316.35
2019-07-09,313.45
2019-07-10,313.2
2019-07-11,319.0
2019-07-12,316.65
2019-07-15,317.75
2019-07-16,317.75
2019-07-17,315.8
2019-07-18,319.1
2019-07-19,323.3
2019-07-22,320.65
2019-07-23,318.7
2019-07-24,319.65
2019-07-25,320.3
2019-07-26,319.1
2019-07-29,319.6
2019-07-30,320.85
2019-07-31,322.25
2019-08-01,316.6
2019-08-02,324.25
2019-08-05,334.0
2019-08-06,335.55
2019-08-07,341.8
2019-08-08,344.35
2019-08-09,345.9
2019-08-12,344.25
2019-08-13,352.3
2019-08-14,342.95
2019-08-15,347.4
2019-08-16,347.75
2019-08-19,346.4
2019-08-20,344.75
2019-08-21,345.35
2019-08-22,346.45
2019-08-23,346.25
2019-08-26,358.25
2019-08-27,358.7
2019-08-28,358.85
2019-08-29,362.8
2019-08-30,356.7
2019-09-02,355.8
2019-09-03,357.45
2019-09-04,359.0
2019-09-05,360.9
2019-09-06,349.2
2019-09-09,350.6
2019-09-10,344.85
2019-09-11,345.95
2019-09-12,346.15
2019-09-16,346.25
2019-09-17,344.95
2019-09-18,346.5
2019-09-19,346.0
2019-09-20,346.7
2019-09-23,350.3
2019-09-24,352.05
2019-09-25,353.85
2019-09-26,349.55
2019-09-27,346.35
2019-09-30,345.05
2019-10-08,344.5
2019-10-09,349.5
2019-10-10,347.7
2019-10-11,345.85
2019-10-14,340.7
2019-10-15,341.65
2019-10-16,340.2
2019-10-17,342.7
2019-10-18,342.0
2019-10-21,341.75
2019-10-22,340.45
2019-10-23,341.95
2019-10-24,341.5
2019-10-25,344.65
2019-10-28,344.6
2019-10-29,340.9
2019-10-30,340.55
2019-10-31,341.1
2019-11-01,344.05
2019-11-04,343.7
2019-11-05,341.4
2019-11-06,336.55
2019-11-07,338.35
2019-11-08,332.1
2019-11-11,331.5
2019-11-12,328.3
2019-11-13,336.1
2019-11-14,337.05
2019-11-15,336.2
2019-11-18,336.2
2019-11-19,338.3
2019-11-20,339.15
2019-11-21,338.8
2019-11-22,337.9
2019-11-25,335.4
2019-11-26,335.2
2019-11-27,335.8
2019-11-28,334.8
2019-11-29,335.7
2019-12-02,336.2
2019-12-03,336.85
2019-12-04,343.1
2019-12-05,341.55
2019-12-06,339.1
2019-12-09,336.45
2019-12-10,336.76
2019-12-11,336.96
2019-12-12,338.94
2019-12-13,334.62
2019-12-16,338.24
2019-12-17,338.06
2019-12-18,338.58
2019-12-19,338.04
2019-12-20,339.1
2019-12-23,340.16
2019-12-24,341.72
2019-12-25,343.78
2019-12-26,344.12
2019-12-27,345.3
2019-12-30,345.46
2019-12-31,347.48
2020-01-02,346.24
2020-01-03,351.16
2020-01-06,358.34
2020-01-07,354.94
2020-01-08,360.68
2020-01-09,348.04
2020-01-10,349.3
2020-01-13,349.42
2020-01-14,344.7
2020-01-15,347.54
2020-01-16,347.96
2020-01-17,347.78
2020-01-20,347.94
2020-01-21,351.34
2020-01-22,348.32
2020-01-23,350.72
2020-02-03,359.3
2020-02-04,356.2
2020-02-05,354.22
2020-02-06,352.4
2020-02-07,354.3
2020-02-10,355.56
2020-02-11,354.6
2020-02-12,354.0
2020-02-13,356.52
2020-02-14,356.78
2020-02-17,357.9
2020-02-18,359.68
2020-02-19,364.06
2020-02-20,365.06
2020-02-21,371.9
2020-02-24,379.7
2020-02-25,371.74
2020-02-26,374.26
2020-02-27,374.3
2020-02-28,369.98
2020-03-02,361.24
2020-03-03,360.26
2020-03-04,368.54
2020-03-05,368.62
2020-03-06,376.08
2020-03-09,373.42
2020-03-10,368.64
2020-03-11,371.22
2020-03-12,367.26
2020-03-13,356.4
2020-03-16,347.18
2020-03-17,330.88
2020-03-18,339.08
2020-03-19,336.62
2020-03-20,339.78
2020-03-23,339.62
2020-03-24,358.46
2020-03-25,364.4
2020-03-26,363.34
2020-03-27,367.58
2020-03-30,364.7
2020-03-31,364.9
2020-04-01,358.62
2020-04-02,360.7
2020-04-03,363.48
2020-04-07,373.88
2020-04-08,370.2
2020-04-09,371.46
2020-04-10,373.74
2020-04-13,373.26
2020-04-14,377.6
2020-04-15,376.32
2020-04-16,379.38
2020-04-17,372.18
2020-04-20,370.8
2020-04-21,374.42
2020-04-22,373.18
2020-04-23,379.8
2020-04-24,382.78
2020-04-27,380.14
2020-04-28,377.1
2020-04-29,378.74
2020-04-30,380.28
2020-05-06,380.08
2020-05-07,378.18
2020-05-08,383.38
2020-05-11,381.74
2020-05-12,380.88
2020-05-13,381.86
2020-05-14,384.46
2020-05-15,390.16
2020-05-18,401.16
2020-05-19,394.5
2020-05-20,398.72
2020-05-21,395.06
2020-05-22,394.38
2020-05-25,393.54
2020-05-26,395.34
2020-05-27,391.2
2020-05-28,394.18
2020-05-29,394.42
2020-06-01,398.0
2020-06-02,396.96
2020-06-03,393.04
2020-06-04,389.74
2020-06-05,390.18
2020-06-08,386.28
2020-06-09,386.3
2020-06-10,390.4
2020-06-11,393.7
2020-06-12,393.62
2020-06-15,392.54
2020-06-16,392.4
2020-06-17,392.86
2020-06-18,392.18
2020-06-19,392.94
2020-06-22,397.5
2020-06-23,396.96
2020-06-24,400.06
2020-06-29,400.14
2020-06-30,400.72
2020-07-01,403.1
2020-07-02,399.06
2020-07-03,400.54
2020-07-06,399.66
2020-07-07,400.32
2020-07-08,402.36
2020-07-09,404.94
2020-07-10,401.88
2020-07-13,403.74
2020-07-14,403.02
2020-07-15,403.62
2020-07-16,402.12
2020-07-17,399.76
2020-07-20,401.78
2020-07-21,404.54
2020-07-22,414.22
2020-07-23,416.52
2020-07-24,420.4
2020-07-27,430.06
2020-07-28,429.94
2020-07-29,431.38
2020-07-30,428.94
2020-07-31,432.86
2020-08-03,431.4
2020-08-04,431.96
2020-08-05,444.06
2020-08-06,447.56
2020-08-07,449.72
2020-08-10,446.38
2020-08-11,436.94
2020-08-12,417.16
2020-08-13,416.74
2020-08-14,420.3
2020-08-17,424.44
2020-08-18,433.94
2020-08-19,429.16
2020-08-20,418.28
2020-08-21,419.48
2020-08-24,415.54
2020-08-25,416.5
2020-08-26,415.66
2020-08-27,420.54
2020-08-28,420.4
2020-08-31,422.68
2020-09-01,426.98
2020-09-02,422.6
2020-09-03,415.3
2020-09-04,416.54
2020-09-07,416.36
2020-09-08,416.56
2020-09-09,416.5
2020-09-10,419.46
2020-09-11,418.34
2020-09-14,418.44
2020-09-15,419.8
2020-09-16,418.64
2020-09-17,415.62
2020-09-18,416.92
2020-09-21,417.04
2020-09-22,407.58
2020-09-23,400.9
2020-09-24,396.58
2020-09-25,401.06
2020-09-28,400.14
2020-09-29,405.9
2020-09-30,406.1
2020-10-09,405.36
2020-10-12,410.02
2020-10-13,408.54
2020-10-14,404.04
2020-10-15,403.62
2020-10-16,404.98
2020-10-19,404.9
2020-10-20,403.58
2020-10-21,404.66
2020-10-22,404.86
2020-10-23,403.58
2020-10-26,401.56
2020-10-27,405.3
2020-10-28,405.36
2020-10-29,399.78
2020-10-30,397.1
2020-11-02,400.68
2020-11-03,402.6
2020-11-04,404.28
2020-11-05,404.22
2020-11-06,408.3
2020-11-09,407.42
2020-11-10,396.54
2020-11-11,395.64
2020-11-12,394.98
2020-11-13,396.88
2020-11-16,396.64
2020-11-17,396.18
2020-11-18,393.64
2020-11-19,392.0
2020-11-20,392.18
2020-11-23,392.8
2020-11-24,383.32
2020-11-25,379.24
2020-11-26,380.22
2020-11-27,381.14
2020-11-30,371.34
2020-12-01,374.2
2020-12-02,379.64
2020-12-03,383.7
2020-12-04,384.46
2020-12-07,383.38
2020-12-08,389.18
2020-12-09,387.0
2020-12-10,383.26
2020-12-11,382.78
2020-12-14,382.82
2020-12-15,385.66
2020-12-16,388.4
2020-12-17,390.5
2020-12-18,393.58
2020-12-21,398.36
2020-12-22,392.76
2020-12-23,391.44
2020-12-24,393.04
2020-12-25,395.0
2020-12-28,395.78
2020-12-29,393.86
2020-12-30,393.7
2020-12-31,394.98
2021-01-04,400.04
2021-01-05,402.32
2021-01-06,402.88
2021-01-07,399.06
2021-01-08,396.06
2021-01-11,385.0
2021-01-12,387.42
2021-01-13,387.54
2021-01-14,385.3
2021-01-15,387.9
2021-01-18,386.82
2021-01-19,387.72
2021-01-20,388.82
2021-01-21,392.72
2021-01-22,390.9
2021-01-25,389.0
2021-01-26,390.14
2021-01-27,387.94
2021-01-28,386.3
2021-01-29,388.34
2021-02-01,392.64
2021-02-02,389.5
2021-02-03,385.1
2021-02-04,382.26
2021-02-05,377.86
2021-02-08,381.0
2021-02-09,385.6
2021-02-10,385.66
2021-02-18,374.18
2021-02-19,372.46
2021-02-22,376.66
2021-02-23,380.66
2021-02-24,379.6
2021-02-25,375.94
2021-02-26,369.5
2021-03-01,367.94
2021-03-02,361.74
2021-03-03,363.5
2021-03-04,360.34
2021-03-05,356.6
2021-03-08,360.36
2021-03-09,359.04
2021-03-10,362.9
2021-03-11,365.88
2021-03-12,360.76
2021-03-15,363.86
2021-03-16,364.56
2021-03-17,366.2
2021-03-18,369.24
2021-03-19,367.66
2021-03-22,365.7
2021-03-23,366.8
2021-03-24,366.24
2021-03-25,367.22
2021-03-26,366.24
2021-03-29,366.44
2021-03-30,361.5
2021-03-31,357.38
2021-04-01,364.98
2021-04-02,369.98
2021-04-06,367.3
2021-04-07,369.1
2021-04-08,370.08
2021-04-09,371.96
2021-04-12,369.18
2021-04-13,365.8
2021-04-14,369.54
2021-04-15,369.54
2021-04-16,372.86
2021-04-19,375.5
2021-04-20,372.1
2021-04-21,375.98
2021-04-22,376.4
2021-04-23,375.2
2021-04-26,373.14
2021-04-27,373.48
2021-04-28,371.4
2021-04-29,372.68
2021-04-30,370.76
2021-05-06,376.28
2021-05-07,380.4
2021-05-10,381.76
2021-05-11,381.54
2021-05-12,382.44
2021-05-13,380.68
2021-05-14,382.96
2021-05-17,387.3
2021-05-18,389.96
2021-05-19,390.3
2021-05-20,390.4
2021-05-21,390.4
2021-05-24,391.66
2021-05-25,389.82
2021-05-26,393.4
2021-05-27,390.96
2021-05-28,391.38
2021-05-31,394.38
2021-06-01,396.9
2021-06-02,389.98
2021-06-03,387.5
2021-06-04,382.62
2021-06-07,385.32
2021-06-08,387.9
2021-06-09,387.7
2021-06-10,386.46
2021-06-11,389.92
2021-06-15,382.66
2021-06-16,382.24
2021-06-17,375.66
2021-06-18,371.62
2021-06-21,371.94
2021-06-22,373.44
2021-06-23,374.02
2021-06-24,371.94
2021-06-25,371.4
2021-06-28,372.16
2021-06-29,370.8
2021-06-30,367.5
2021-07-01,371.78
2021-07-02,372.64
2021-07-05,373.88
2021-07-06,377.46
2021-07-07,377.3
2021-07-08,376.62
2021-07-09,377.78
2021-07-12,377.0
2021-07-13,378.8
2021-07-14,379.5
2021-07-15,382.48
2021-07-16,381.48
2021-07-19,377.84
2021-07-20,380.68
2021-07-21,379.28
2021-07-22,376.3
2021-07-23,378.02
2021-07-26,379.04
2021-07-27,375.84
2021-07-28,379.9
2021-07-29,381.16
2021-07-30,382.5
2021-08-02,377.84
2021-08-03,377.82
2021-08-04,378.66
2021-08-05,378.04
2021-08-06,375.9
2021-08-09,365.6
2021-08-10,363.92
2021-08-11,363.52
2021-08-12,367.16
2021-08-13,368.04
2021-08-16,371.24
2021-08-17,375.02
2021-08-18,375.4
2021-08-19,374.28
2021-08-20,375.5
2021-08-23,374.88
2021-08-24,377.68
2021-08-25,375.54
2021-08-26,373.96
2021-08-27,377.78
2021-08-30,379.04
2021-08-31,378.84
2021-09-01,379.12
2021-09-02,378.92
2021-09-03,378.54
2021-09-06,380.96
2021-09-07,379.42
2021-09-08,374.96
2021-09-09,373.2
2021-09-10,375.5
2021-09-13,373.3
2021-09-14,373.82
2021-09-15,374.82
2021-09-16,371.76
2021-09-17,367.86
2021-09-22,372.52
2021-09-23,369.26
2021-09-24,366.78
2021-09-27,367.86
2021-09-28,364.22
2021-09-29,364.48
2021-09-30,362.78
2021-10-08,367.54
2021-10-11,366.16
2021-10-12,368.22
2021-10-13,368.1
2021-10-14,373.24
2021-10-15,372.58
2021-10-18,367.58
2021-10-19,368.76
2021-10-20,367.66
2021-10-21,369.54
2021-10-22,371.08
2021-10-25,370.14
2021-10-26,371.64
2021-10-27,368.92
2021-10-28,372.56
2021-10-29,370.48
2021-11-01,368.78
2021-11-02,371.26
2021-11-03,368.04
2021-11-04,366.58
2021-11-05,371.74
2021-11-08,375.9
2021-11-09,377.46
2021-11-10,377.46
2021-11-11,383.36
2021-11-12,383.6
2021-11-15,382.2
2021-11-16,384.02
2021-11-17,382.26
2021-11-18,383.54
2021-11-19,382.74
2021-11-22,379.14
2021-11-23,371.78
2021-11-24,369.76
2021-11-25,369.78
2021-11-26,372.7
2021-11-29,371.42
2021-11-30,370.24
2021-12-01,368.74
2021-12-02,367.0
2021-12-03,365.92
2021-12-06,368.68
2021-12-07,367.88
2021-12-08,368.28
2021-12-09,366.72
2021-12-10,365.62
2021-12-13,368.14
2021-12-14,368.52
2021-12-15,364.36
2021-12-16,368.08
2021-12-17,372.78
2021-12-20,372.34
2021-12-21,369.72
2021-12-22,368.9
2021-12-23,372.78
2021-12-24,373.56
2021-12-27,373.44
2021-12-28,374.46
2021-12-29,372.58
2021-12-30,370.8
2021-12-31,374.7
2022-01-04,371.74
2022-01-05,373.1
2022-01-06,370.64
2022-01-07,368.14
2022-01-10,368.56
2022-01-11,371.94
2022-01-12,373.92
2022-01-13,374.92
2022-01-14,374.58
2022-01-17,372.52
2022-01-18,371.76
2022-01-19,373.06
2022-01-20,378.4
2022-01-21,378.22
2022-01-24,377.2
2022-01-25,377.92
2022-01-26,378.58
2022-01-27,371.58
2022-01-28,370.1
2022-02-07,372.14
2022-02-08,374.8
2022-02-09,376.58
2022-02-10,377.4
2022-02-11,375.24
2022-02-14,381.7
2022-02-15,385.58
2022-02-16,379.84
2022-02-17,383.54
2022-02-18,386.64
2022-02-21,386.0
2022-02-22,390.72
2022-02-23,387.58
2022-02-24,396.04
2022-02-25,391.42
2022-02-28,389.02
2022-03-01,389.14
2022-03-02,394.5
2022-03-03,393.2
2022-03-04,394.64
2022-03-07,403.3
2022-03-08,412.2
2022-03-09,417.16
2022-03-10,404.0
2022-03-11,404.78
2022-03-14,402.5
2022-03-15,394.46
2022-03-16,391.04
2022-03-17,395.44
2022-03-18,395.9
2022-03-21,394.76
2022-03-22,397.16
2022-03-23,394.72
2022-03-24,399.02
2022-03-25,401.7
2022-03-28,397.68
2022-03-29,395.54
2022-03-30,394.74
2022-03-31,394.34
2022-04-01,396.26
2022-04-06,394.5
2022-04-07,394.94
2022-04-08,396.04
2022-04-11,399.6
2022-04-12,401.78
2022-04-13,403.7
2022-04-14,404.32
2022-04-15,405.82
2022-04-18,408.02
2022-04-19,405.1
2022-04-20,400.06
2022-04-21,405.06
2022-04-22,406.8
2022-04-25,404.42
2022-04-26,401.3
2022-04-27,400.9
2022-04-28,400.82
2022-04-29,405.82
2022-05-05,404.52
2022-05-06,403.6
2022-05-09,405.36
2022-05-10,402.3
2022-05-11,399.94
2022-05-12,404.24
2022-05-13,399.66
2022-05-16,395.84
2022-05-17,397.98
2022-05-18,393.32
2022-05-19,394.96
2022-05-20,397.18
2022-05-23,397.16
2022-05-24,398.08
2022-05-25,398.84
2022-05-26,400.36
2022-05-27,402.14
2022-05-30,399.92
2022-05-31,399.04
2022-06-01,396.36
2022-06-02,398.98
2022-06-06,398.0
2022-06-07,396.0
2022-06-08,398.02
2022-06-09,398.82
2022-06-10,397.54
2022-06-13,404.22
2022-06-14,396.9
2022-06-15,394.46
2022-06-16,395.76
2022-06-17,398.58
2022-06-20,397.0
2022-06-21,396.26
2022-06-22,396.2
2022-06-23,396.7
2022-06-24,393.64
2022-06-27,396.32
2022-06-28,393.86
2022-06-29,393.34
2022-06-30,392.7
2022-07-01,388.94
2022-07-04,390.92
2022-07-05,390.52
2022-07-06,382.86
2022-07-07,377.44
2022-07-08,377.04
2022-07-11,377.0
2022-07-12,378.2
2022-07-13,375.6
2022-07-14,376.1
2022-07-15,373.38
2022-07-18,374.98
2022-07-19,373.84
2022-07-20,373.52
2022-07-21,370.32
2022-07-22,375.98
2022-07-25,377.18
2022-07-26,377.46
2022-07-27,376.64
2022-07-28,380.72
2022-07-29,386.1
2022-08-01,385.8
2022-08-02,389.16
2022-08-03,387.3
2022-08-04,387.9
2022-08-05,391.1
2022-08-08,388.7
2022-08-09,390.46
2022-08-10,391.18
2022-08-11,389.56
2022-08-12,391.22
2022-08-15,392.0
2022-08-16,391.52
2022-08-17,389.9
2022-08-18,387.76
2022-08-19,387.56
2022-08-22,386.26
2022-08-23,387.32
2022-08-24,389.54
